"Node.A","Node.B"
"AKT2","RHEB"
"AKT2","SAE1"
"AKT2","SARS2"
"AKT2","SBDS"
"AKT2","SPHK2"
"AKT2","TAOK2"
"AKT2","TSC2"
"AKT2","TUBB"
"AKT2","UBA1"
"AKT2","UBE2I"
"AMACR","HCLS1"
"ANAPC1","FBL"
"ANAPC1","MCM2"
"ANAPC1","NOB1"
"ANAPC1","POLR3E"
"ANAPC1","RUVBL1"
"ANAPC10","ANAPC2"
"ANAPC10","AP2A2"
"ANAPC10","AP2M1"
"ANAPC10","ARFGAP1"
"ANAPC10","ARFGAP2"
"ANAPC10","ARHGEF1"
"ANAPC10","ATG10"
"ANAPC10","ATG12"
"ANAPC10","ATG4C"
"ANAPC10","ATG5"
"ANAPC10","ATP6V0A1"
"ANAPC10","ATP6V1G2"
"ANAPC10","CAPN1"
"ANAPC10","CAPZA2"
"ANAPC10","CASP6"
"ANAPC10","CCDC53"
"ANAPC10","CCNH"
"ANAPC10","CD34"
"ANAPC10","CD4"
"ANAPC10","CD58"
"ANAPC10","CDC25B"
"ANAPC10","CHD8"
"ANAPC10","CHMP2B"
"ANAPC10","CLTB"
"ANAPC10","CSNK1D"
"ANAPC10","CSNK1G2"
"ANAPC10","CTBP1"
"ANAPC10","CUL7"
"ANAPC10","CYCS"
"ANAPC10","CYTH1"
"ANAPC10","DGKA"
"ANAPC10","DGKZ"
"ANAPC10","DVL3"
"ANAPC10","DYNC1H1"
"ANAPC10","DYNC1LI2"
"ANAPC10","EGLN2"
"ANAPC10","EPN1"
"ANAPC10","EPOR"
"ANAPC10","FLNA"
"ANAPC10","FLNB"
"ANAPC10","GIT2"
"ANAPC10","HCLS1"
"ANAPC10","HERC1"
"ANAPC10","HGS"
"ANAPC10","HLA-C"
"ANAPC10","IKBKG"
"ANAPC10","IL11RA"
"ANAPC10","IL18"
"ANAPC10","IL7"
"ANAPC10","IMPA1"
"ANAPC10","ITPKC"
"ANAPC10","ITPR3"
"ANAPC10","JAG2"
"ANAPC10","JAK3"
"ANAPC10","JMJD7-PLA2G4B"
"ANAPC10","JUND"
"ANAPC10","MAD2L1"
"ANAPC10","MAP2K3"
"ANAPC10","MAP3K11"
"ANAPC10","MAPK8"
"ANAPC10","MAPK8IP3"
"ANAPC10","MAX"
"ANAPC10","MCL1"
"ANAPC10","MSN"
"ANAPC10","MTFMT"
"ANAPC10","MTMR3"
"ANAPC10","MYH9"
"ANAPC10","NCOR2"
"ANAPC10","NCSTN"
"ANAPC10","NXT1"
"ANAPC10","PEX3"
"ANAPC10","PI4KB"
"ANAPC10","PIP4K2B"
"ANAPC10","PIP5K1C"
"ANAPC10","PLD2"
"ANAPC10","POLR1D"
"ANAPC10","POLR2A"
"ANAPC10","POLR2C"
"ANAPC10","POLR2K"
"ANAPC10","POP4"
"ANAPC10","PPM1D"
"ANAPC10","PPP1R12B"
"ANAPC10","PRKACA"
"ANAPC10","PSD4"
"ANAPC10","PSTK"
"ANAPC10","PXN"
"ANAPC10","RAB11FIP3"
"ANAPC10","RAB5B"
"ANAPC10","RCHY1"
"ANAPC10","RIOK2"
"ANAPC10","RPP30"
"ANAPC10","SPTAN1"
"ANAPC10","SSBP1"
"ANAPC10","STAT2"
"ANAPC10","STAT5A"
"ANAPC10","STK11"
"ANAPC10","STK36"
"ANAPC10","STK4"
"ANAPC10","STRADA"
"ANAPC10","TAOK2"
"ANAPC10","TCEB1"
"ANAPC10","TPM3"
"ANAPC10","TYK2"
"ANAPC10","UBA3"
"ANAPC10","UBA7"
"ANAPC10","UBE2D3"
"ANAPC10","UBE2K"
"ANAPC10","UBE2W"
"ANAPC10","UBE2Z"
"ANAPC10","ULK1"
"ANAPC10","UTP15"
"ANAPC10","VPS37A"
"ANAPC10","WAS"
"ANAPC10","WASF2"
"ANAPC10","WIPF2"
"ANAPC11","ARRB2"
"ANAPC11","ATP6V0C"
"ANAPC11","ATP6V1G2"
"ANAPC11","BECN1"
"ANAPC11","BIRC5"
"ANAPC11","CACYBP"
"ANAPC11","CHD8"
"ANAPC11","DVL3"
"ANAPC11","FLNA"
"ANAPC11","GIT2"
"ANAPC11","HACL1"
"ANAPC11","HCLS1"
"ANAPC11","HERC1"
"ANAPC11","INPP5D"
"ANAPC11","INPPL1"
"ANAPC11","ITGAL"
"ANAPC11","JAK1"
"ANAPC11","JAK3"
"ANAPC11","MKNK1"
"ANAPC11","MSN"
"ANAPC11","MTMR3"
"ANAPC11","MYH9"
"ANAPC11","NCKAP1L"
"ANAPC11","NFKB2"
"ANAPC11","NMD3"
"ANAPC11","NXF1"
"ANAPC11","NXT1"
"ANAPC11","PIK3CD"
"ANAPC11","PIP5K1C"
"ANAPC11","POLR1D"
"ANAPC11","POLR2K"
"ANAPC11","POP4"
"ANAPC11","PSD4"
"ANAPC11","RAPGEF1"
"ANAPC11","TCEB1"
"ANAPC11","TPM3"
"ANAPC11","UBA1"
"ANAPC11","WIPF2"
"ANAPC2","AP2A2"
"ANAPC2","AP2M1"
"ANAPC2","ARF1"
"ANAPC2","ARF3"
"ANAPC2","ARFGAP1"
"ANAPC2","ARFGAP2"
"ANAPC2","ARHGEF1"
"ANAPC2","ATG12"
"ANAPC2","ATP6V0A1"
"ANAPC2","ATP6V1G2"
"ANAPC2","BECN1"
"ANAPC2","BMS1"
"ANAPC2","CALR"
"ANAPC2","CAPN1"
"ANAPC2","CAPZA2"
"ANAPC2","CCDC53"
"ANAPC2","CD58"
"ANAPC2","CDC25B"
"ANAPC2","CDC34"
"ANAPC2","CDC42"
"ANAPC2","CHD8"
"ANAPC2","CHMP2B"
"ANAPC2","CLTB"
"ANAPC2","CSNK1D"
"ANAPC2","CSNK1G3"
"ANAPC2","CTBP1"
"ANAPC2","CYTH1"
"ANAPC2","DGKZ"
"ANAPC2","DVL3"
"ANAPC2","DYNC1H1"
"ANAPC2","EDNRB"
"ANAPC2","EGLN2"
"ANAPC2","EHD1"
"ANAPC2","ELK1"
"ANAPC2","FOLR1"
"ANAPC2","GBF1"
"ANAPC2","GRB2"
"ANAPC2","GUCY1B3"
"ANAPC2","HCLS1"
"ANAPC2","HGS"
"ANAPC2","HSP90AB1"
"ANAPC2","IKBKG"
"ANAPC2","IL7"
"ANAPC2","IMPA1"
"ANAPC2","INPP5E"
"ANAPC2","INPPL1"
"ANAPC2","IP6K1"
"ANAPC2","ITPR3"
"ANAPC2","LMNB2"
"ANAPC2","LTB4R"
"ANAPC2","MAP2K2"
"ANAPC2","MAP2K3"
"ANAPC2","MAP2K7"
"ANAPC2","MAP4K1"
"ANAPC2","MAPK8"
"ANAPC2","MFNG"
"ANAPC2","MTMR3"
"ANAPC2","NAT10"
"ANAPC2","NCK1"
"ANAPC2","NOL6"
"ANAPC2","PEX3"
"ANAPC2","PFN1"
"ANAPC2","PIK3CD"
"ANAPC2","PIP4K2B"
"ANAPC2","PIP5K1C"
"ANAPC2","PLD2"
"ANAPC2","POLR2E"
"ANAPC2","PPP1R12C"
"ANAPC2","PPP2R1A"
"ANAPC2","PPP2R5D"
"ANAPC2","PSD4"
"ANAPC2","PTK2B"
"ANAPC2","PWP2"
"ANAPC2","RAB11FIP3"
"ANAPC2","RAB5B"
"ANAPC2","RAB8A"
"ANAPC2","RAP1B"
"ANAPC2","RAPGEF1"
"ANAPC2","RELT"
"ANAPC2","REXO1"
"ANAPC2","SAE1"
"ANAPC2","SH3GL1"
"ANAPC2","SH3GLB2"
"ANAPC2","SNX1"
"ANAPC2","SOCS5"
"ANAPC2","SOCS6"
"ANAPC2","SPHK2"
"ANAPC2","SPI1"
"ANAPC2","SPTAN1"
"ANAPC2","SRF"
"ANAPC2","STAM2"
"ANAPC2","STAT6"
"ANAPC2","STK11"
"ANAPC2","STK36"
"ANAPC2","STK4"
"ANAPC2","STRADA"
"ANAPC2","SYVN1"
"ANAPC2","TAOK2"
"ANAPC2","TBL3"
"ANAPC2","TCOF1"
"ANAPC2","TJAP1"
"ANAPC2","TMEM55A"
"ANAPC2","TUBB"
"ANAPC2","TUBB3"
"ANAPC2","TYK2"
"ANAPC2","UBA1"
"ANAPC2","UBE2I"
"ANAPC2","UBE2Q2"
"ANAPC2","UBE2W"
"ANAPC2","WAS"
"ANAPC2","WIPF2"
"ANAPC2","ZFYVE27"
"AP2A1","AP2M1"
"AP2A1","AP2S1"
"AP2A1","APH1A"
"AP2A1","ARF1"
"AP2A1","ATP6V1G2"
"AP2A1","CALM3"
"AP2A1","CALR"
"AP2A1","CAPN1"
"AP2A1","E2F4"
"AP2A1","EPOR"
"AP2A1","FZR1"
"AP2A1","GBF1"
"AP2A1","IKBKG"
"AP2A1","INPPL1"
"AP2A1","MAP2K7"
"AP2A1","MPHOSPH10"
"AP2A1","NCSTN"
"AP2A1","NFKB2"
"AP2A1","PFN1"
"AP2A1","PPP1R12C"
"AP2A1","PPP2R1A"
"AP2A1","PPP2R5E"
"AP2A1","PPP5C"
"AP2A1","PRKACA"
"AP2A1","PSENEN"
"AP2A1","RAB5C"
"AP2A1","SEC61A2"
"AP2A1","SH3GLB2"
"AP2A1","SNX1"
"AP2A1","SPG21"
"AP2A1","SPI1"
"AP2A1","TLN1"
"AP2A1","UBA1"
"AP2A1","VHL"
"AP2A1","YWHAH"
"AP2A2","AP2M1"
"AP2A2","ARFGAP1"
"AP2A2","ARFGAP2"
"AP2A2","ARHGEF1"
"AP2A2","ARRB2"
"AP2A2","ATF2"
"AP2A2","ATG12"
"AP2A2","ATP6V0A1"
"AP2A2","ATP6V1G2"
"AP2A2","CD4"
"AP2A2","CDC25B"
"AP2A2","CHD8"
"AP2A2","CSNK1D"
"AP2A2","CUL7"
"AP2A2","DGKZ"
"AP2A2","DNM2"
"AP2A2","DYNC1H1"
"AP2A2","EPN1"
"AP2A2","GBF1"
"AP2A2","HGS"
"AP2A2","IMPA1"
"AP2A2","MAP2K2"
"AP2A2","MAPKAPK2"
"AP2A2","MDN1"
"AP2A2","MKNK1"
"AP2A2","NCKAP1L"
"AP2A2","NCSTN"
"AP2A2","NXF1"
"AP2A2","PI4KA"
"AP2A2","PIP5K1C"
"AP2A2","POLR2A"
"AP2A2","POLR2K"
"AP2A2","PRKACA"
"AP2A2","RAB5C"
"AP2A2","RAP1B"
"AP2A2","RELA"
"AP2A2","RPS6KA4"
"AP2A2","SPTAN1"
"AP2A2","STAM2"
"AP2A2","TCEB1"
"AP2A2","TYK2"
"AP2A2","UBA1"
"AP2A2","UBA2"
"AP2A2","VTA1"
"AP2A2","WASF2"
"AP2A2","WIPF2"
"AP2A2","ZYX"
"AP2M1","AP2S1"
"AP2M1","APH1A"
"AP2M1","ARAF"
"AP2M1","ARF1"
"AP2M1","ARF3"
"AP2M1","ARFGAP2"
"AP2M1","ARHGEF11"
"AP2M1","ARRB2"
"AP2M1","ATF2"
"AP2M1","ATG12"
"AP2M1","ATP6V0A1"
"AP2M1","ATP6V0C"
"AP2M1","ATP6V1F"
"AP2M1","ATP6V1G2"
"AP2M1","BECN1"
"AP2M1","CALR"
"AP2M1","CAMK2G"
"AP2M1","CANX"
"AP2M1","CAPN1"
"AP2M1","CARS2"
"AP2M1","CCDC53"
"AP2M1","CCNG1"
"AP2M1","CD34"
"AP2M1","CDC25B"
"AP2M1","CDC34"
"AP2M1","CDC42"
"AP2M1","CHD8"
"AP2M1","CSNK1G3"
"AP2M1","CSNK2B"
"AP2M1","CUL7"
"AP2M1","CYTH1"
"AP2M1","DDB1"
"AP2M1","DNM2"
"AP2M1","DTX4"
"AP2M1","DVL3"
"AP2M1","E2F4"
"AP2M1","EDNRB"
"AP2M1","EGLN2"
"AP2M1","ELK1"
"AP2M1","EPN1"
"AP2M1","EPOR"
"AP2M1","EXOC3"
"AP2M1","FLNA"
"AP2M1","FOLR1"
"AP2M1","FZR1"
"AP2M1","GBF1"
"AP2M1","GIT1"
"AP2M1","GNAI1"
"AP2M1","GNG11"
"AP2M1","GRB2"
"AP2M1","HCLS1"
"AP2M1","HGS"
"AP2M1","HSP90AB1"
"AP2M1","HTR2B"
"AP2M1","IFNGR2"
"AP2M1","IKBKG"
"AP2M1","IL2RG"
"AP2M1","IMPA1"
"AP2M1","INPPL1"
"AP2M1","IP6K2"
"AP2M1","IQGAP3"
"AP2M1","ITCH"
"AP2M1","LMO7"
"AP2M1","MAP2K2"
"AP2M1","MAP2K7"
"AP2M1","MAPK12"
"AP2M1","MAPKAPK2"
"AP2M1","MDN1"
"AP2M1","MTMR3"
"AP2M1","MYL12A"
"AP2M1","NCKAP1L"
"AP2M1","NCSTN"
"AP2M1","NFKB2"
"AP2M1","NOL6"
"AP2M1","NPBWR1"
"AP2M1","NXF1"
"AP2M1","PAX8"
"AP2M1","PEX12"
"AP2M1","PFN1"
"AP2M1","PIK3R1"
"AP2M1","PIM1"
"AP2M1","PLD2"
"AP2M1","POLR2E"
"AP2M1","PPP1R12C"
"AP2M1","PPP2R1A"
"AP2M1","PPP2R5D"
"AP2M1","PPP5C"
"AP2M1","PRKACA"
"AP2M1","PSD4"
"AP2M1","PSENEN"
"AP2M1","PWP2"
"AP2M1","RAB5B"
"AP2M1","RAB5C"
"AP2M1","RAF1"
"AP2M1","RAP1B"
"AP2M1","RAPGEF1"
"AP2M1","RPA2"
"AP2M1","RPS6KA4"
"AP2M1","SARS2"
"AP2M1","SBDS"
"AP2M1","SEC61A2"
"AP2M1","SH3GLB2"
"AP2M1","SNX1"
"AP2M1","SNX12"
"AP2M1","SPG21"
"AP2M1","SPI1"
"AP2M1","STAM2"
"AP2M1","STK11"
"AP2M1","STK36"
"AP2M1","STUB1"
"AP2M1","SYVN1"
"AP2M1","TAOK2"
"AP2M1","TCEB1"
"AP2M1","TGFB1"
"AP2M1","TLN1"
"AP2M1","TMEM55B"
"AP2M1","TUBA1A"
"AP2M1","TUBB3"
"AP2M1","TYK2"
"AP2M1","UBA1"
"AP2M1","UBE2I"
"AP2M1","UBE2K"
"AP2M1","UBE2Z"
"AP2M1","VHL"
"AP2M1","VPS37A"
"AP2M1","VTA1"
"AP2M1","YWHAH"
"AP2M1","YWHAQ"
"AP2M1","ZBTB17"
"AP2M1","ZFYVE27"
"AP2S1","APH1A"
"AP2S1","ARF5"
"AP2S1","ARFGEF2"
"AP2S1","ATG12"
"AP2S1","ATP6V0C"
"AP2S1","ATP6V1F"
"AP2S1","CALR"
"AP2S1","CDC34"
"AP2S1","EGLN2"
"AP2S1","EIF6"
"AP2S1","FLNA"
"AP2S1","PFN1"
"AP2S1","PPP2R1A"
"AP2S1","PPP2R5E"
"AP2S1","PSENEN"
"AP2S1","SAE1"
"AP2S1","SPG21"
"AP2S1","YWHAH"
"AP2S1","ZMAT3"
"APH1A","ARF1"
"APH1A","ARFGAP2"
"APH1A","ATP6V0C"
"APH1A","ATP6V1F"
"APH1A","ATP6V1G2"
"APH1A","BECN1"
"APH1A","CDC34"
"APH1A","CHD8"
"APH1A","CYBA"
"APH1A","DVL3"
"APH1A","E2F4"
"APH1A","EPOR"
"APH1A","EXOC3"
"APH1A","FOLR1"
"APH1A","IFNGR2"
"APH1A","IKBKG"
"APH1A","IMPA1"
"APH1A","INPPL1"
"APH1A","IQGAP3"
"APH1A","IRF9"
"APH1A","M6PR"
"APH1A","MPHOSPH10"
"APH1A","MTMR3"
"APH1A","NCKAP1L"
"APH1A","NCSTN"
"APH1A","PFN1"
"APH1A","PIM1"
"APH1A","PPP2R1A"
"APH1A","PPP2R5E"
"APH1A","PSENEN"
"APH1A","RAB5B"
"APH1A","RAB5C"
"APH1A","RAF1"
"APH1A","RAP1B"
"APH1A","RPA2"
"APH1A","SEC61A2"
"APH1A","SH3GLB2"
"APH1A","SPG21"
"APH1A","SPI1"
"APH1A","TLN1"
"APH1A","TMEM55B"
"APH1A","TPM3"
"APH1A","UBE2I"
"APH1A","UBE2Z"
"APH1A","VPS45"
"APH1A","YWHAH"
"APH1A","ZFYVE27"
"APLNR","COL4A2"
"APLNR","HSPG2"
"APPL1","ARFGAP2"
"APPL1","ARHGEF1"
"APPL1","ARRB2"
"APPL1","ATP6V1F"
"APPL1","CALR"
"APPL1","CDC34"
"APPL1","CHD8"
"APPL1","CHMP2B"
"APPL1","DARS"
"APPL1","E2F4"
"APPL1","FOLR1"
"APPL1","HACL1"
"APPL1","IFNGR2"
"APPL1","INPPL1"
"APPL1","IRF9"
"APPL1","JMJD7-PLA2G4B"
"APPL1","PPP2R5E"
"APPL1","RALB"
"APPL1","SNX1"
"APPL1","STAT2"
"APPL1","SYMPK"
"APPL1","TLN1"
"APPL1","ZFYVE27"
"APPL1","ZMAT3"
"ARAF","ARF1"
"ARAF","ATF2"
"ARAF","ATG12"
"ARAF","DNM2"
"ARAF","DVL3"
"ARAF","E2F4"
"ARAF","FLNA"
"ARAF","FOLR1"
"ARAF","HGS"
"ARAF","IKBKG"
"ARAF","INPPL1"
"ARAF","MAP2K7"
"ARAF","NFKB2"
"ARAF","RAB5C"
"ARAF","SNX12"
"ARAF","UBA1"
"ARAF","UBE2Z"
"ARAF","WAS"
"ARAP1","CAPZB"
"ARAP1","CD4"
"ARAP1","CKS1B"
"ARAP1","CSF1R"
"ARAP1","CTSD"
"ARAP1","DGKZ"
"ARAP1","FLNA"
"ARAP1","HERC1"
"ARAP1","IL17RA"
"ARAP1","ITGAX"
"ARAP1","ITGB2"
"ARAP1","JAK3"
"ARAP1","LAMP1"
"ARAP1","MAP3K11"
"ARAP1","NCOR2"
"ARAP1","NHP2"
"ARAP1","PIP5K1C"
"ARAP1","PLEKHO2"
"ARAP1","POLR1D"
"ARAP1","PXN"
"ARAP1","RALGDS"
"ARAP1","RPA3"
"ARAP1","TCIRG1"
"ARAP1","ZYX"
"ARF1","ARF3"
"ARF1","ARFGAP2"
"ARF1","ARHGEF11"
"ARF1","ARRB2"
"ARF1","ATF2"
"ARF1","ATG10"
"ARF1","ATG12"
"ARF1","ATP2A2"
"ARF1","ATP6AP1"
"ARF1","ATP6V0C"
"ARF1","ATP6V1F"
"ARF1","BECN1"
"ARF1","CALR"
"ARF1","CANX"
"ARF1","CAPN1"
"ARF1","CASP6"
"ARF1","CCDC53"
"ARF1","CDC25B"
"ARF1","CDC34"
"ARF1","CDC42"
"ARF1","CHD8"
"ARF1","CHMP2B"
"ARF1","CSNK1G3"
"ARF1","CSNK2B"
"ARF1","CTNNB1"
"ARF1","DDB1"
"ARF1","DNM2"
"ARF1","DVL3"
"ARF1","E2F4"
"ARF1","EHD1"
"ARF1","EIF4E2"
"ARF1","ELK1"
"ARF1","EPOR"
"ARF1","EXOC3"
"ARF1","FZR1"
"ARF1","GBF1"
"ARF1","GNAI2"
"ARF1","GNG11"
"ARF1","GRB2"
"ARF1","HCLS1"
"ARF1","HGS"
"ARF1","HLA-G"
"ARF1","HSP90AB1"
"ARF1","HTR2B"
"ARF1","IFNGR2"
"ARF1","IKBKG"
"ARF1","IL2RG"
"ARF1","ILK"
"ARF1","JAK1"
"ARF1","MAP2K2"
"ARF1","MAP2K7"
"ARF1","MAPK8"
"ARF1","MAPKAPK2"
"ARF1","MGRN1"
"ARF1","MSN"
"ARF1","MTMR3"
"ARF1","MYH9"
"ARF1","MYL12A"
"ARF1","NCKAP1L"
"ARF1","NCSTN"
"ARF1","NFKB2"
"ARF1","NMD3"
"ARF1","NXF1"
"ARF1","PEX12"
"ARF1","PEX13"
"ARF1","PFN1"
"ARF1","PIM1"
"ARF1","POLR2E"
"ARF1","PPP2R1A"
"ARF1","PPP5C"
"ARF1","PRDX1"
"ARF1","RAB23"
"ARF1","RAB5B"
"ARF1","RAB5C"
"ARF1","RAB8A"
"ARF1","RAF1"
"ARF1","RAP1B"
"ARF1","RELB"
"ARF1","RELT"
"ARF1","RPS6KA4"
"ARF1","SARS2"
"ARF1","SH3GLB2"
"ARF1","SKP1"
"ARF1","SNX1"
"ARF1","SNX12"
"ARF1","SPG21"
"ARF1","SPI1"
"ARF1","STAM2"
"ARF1","STK4"
"ARF1","SYVN1"
"ARF1","TAOK2"
"ARF1","TCEB1"
"ARF1","TGFB1"
"ARF1","TPM3"
"ARF1","TUBA1A"
"ARF1","TUBB"
"ARF1","TUBB3"
"ARF1","UBA1"
"ARF1","UBA3"
"ARF1","UBE2I"
"ARF1","UBE2K"
"ARF1","UBE2Q2"
"ARF1","UBE2Z"
"ARF1","VHL"
"ARF1","VPS26B"
"ARF1","VTA1"
"ARF1","WIPF2"
"ARF1","YWHAH"
"ARF1","YWHAQ"
"ARF1","ZFYVE27"
"ARF3","ARFGAP2"
"ARF3","ATG12"
"ARF3","ATP6V0C"
"ARF3","ATP6V1F"
"ARF3","CALR"
"ARF3","CAPN1"
"ARF3","CDC34"
"ARF3","CDK2"
"ARF3","CHD8"
"ARF3","CHMP2B"
"ARF3","CLTB"
"ARF3","DVL3"
"ARF3","EGLN2"
"ARF3","ELK1"
"ARF3","IKBKG"
"ARF3","IMPA1"
"ARF3","INPPL1"
"ARF3","M6PR"
"ARF3","MAP2K2"
"ARF3","MAP2K3"
"ARF3","MGRN1"
"ARF3","MSN"
"ARF3","MYH9"
"ARF3","NCK1"
"ARF3","NCKAP1L"
"ARF3","PFN1"
"ARF3","PKMYT1"
"ARF3","POLR2A"
"ARF3","POLR2K"
"ARF3","PPP2R1A"
"ARF3","PPP2R5D"
"ARF3","PRKACA"
"ARF3","RAB5B"
"ARF3","RELT"
"ARF3","SPI1"
"ARF3","SPTAN1"
"ARF3","STAT6"
"ARF3","STRADA"
"ARF3","TAOK2"
"ARF3","TUBB"
"ARF3","UBA1"
"ARF3","UBE2I"
"ARF3","UBE2Q2"
"ARF3","WAS"
"ARF5","ARFGAP2"
"ARF5","ARFGEF2"
"ARF5","ASH1L"
"ARF5","ATF2"
"ARF5","ATG4B"
"ARF5","ATP6V1F"
"ARF5","CALM3"
"ARF5","CDC34"
"ARF5","CDK2"
"ARF5","CLTB"
"ARF5","CTSZ"
"ARF5","CYBA"
"ARF5","DARS"
"ARF5","DIABLO"
"ARF5","EIF6"
"ARF5","EXOC3"
"ARF5","FZR1"
"ARF5","IFNGR2"
"ARF5","IP6K2"
"ARF5","KIF5B"
"ARF5","KLK3"
"ARF5","MPHOSPH10"
"ARF5","PFN1"
"ARF5","PIK3R1"
"ARF5","PPP1CA"
"ARF5","PPP2R1B"
"ARF5","PPP2R5E"
"ARF5","PSENEN"
"ARF5","PTPN11"
"ARF5","RPA2"
"ARF5","SEC61A2"
"ARF5","SH3GLB2"
"ARF5","SHFM1"
"ARF5","SLC25A5"
"ARF5","SPG21"
"ARF5","TLN1"
"ARF5","UBE2Z"
"ARF5","ZFYVE27"
"ARFGAP1","ARFGAP2"
"ARFGAP1","ARHGEF1"
"ARFGAP1","ATG12"
"ARFGAP1","ATP6V0A1"
"ARFGAP1","ATP6V1G1"
"ARFGAP1","ATP6V1G2"
"ARFGAP1","CACNG6"
"ARFGAP1","CALR"
"ARFGAP1","CAPN1"
"ARFGAP1","CAPZA2"
"ARFGAP1","CDC25B"
"ARFGAP1","CDC34"
"ARFGAP1","CHMP2B"
"ARFGAP1","CSNK1G2"
"ARFGAP1","EGLN2"
"ARFGAP1","EPN1"
"ARFGAP1","FLNA"
"ARFGAP1","FZR1"
"ARFGAP1","GBF1"
"ARFGAP1","GIT1"
"ARFGAP1","HACL1"
"ARFGAP1","HGS"
"ARFGAP1","IKBKG"
"ARFGAP1","IMPA1"
"ARFGAP1","INPPL1"
"ARFGAP1","IRAK1"
"ARFGAP1","JMJD7-PLA2G4B"
"ARFGAP1","MAP2K2"
"ARFGAP1","MAP2K7"
"ARFGAP1","MAP3K11"
"ARFGAP1","MAPK8IP3"
"ARFGAP1","MGRN1"
"ARFGAP1","MVK"
"ARFGAP1","NCK1"
"ARFGAP1","NLGN2"
"ARFGAP1","PEX3"
"ARFGAP1","POLR2A"
"ARFGAP1","POLR2K"
"ARFGAP1","PPM1D"
"ARFGAP1","PPP2R1A"
"ARFGAP1","PPP2R5D"
"ARFGAP1","PPP2R5E"
"ARFGAP1","PRKACA"
"ARFGAP1","RAB11FIP3"
"ARFGAP1","STAT6"
"ARFGAP1","STK11"
"ARFGAP1","STK36"
"ARFGAP1","STK4"
"ARFGAP1","STRADA"
"ARFGAP1","SYMPK"
"ARFGAP1","SYVN1"
"ARFGAP1","TAOK2"
"ARFGAP1","TCOF1"
"ARFGAP1","TJAP1"
"ARFGAP1","TYK2"
"ARFGAP1","UBA1"
"ARFGAP1","ULK3"
"ARFGAP1","ZFYVE27"
"ARFGAP2","ARHGEF1"
"ARFGAP2","ARHGEF11"
"ARFGAP2","ATF2"
"ARFGAP2","ATG12"
"ARFGAP2","ATG3"
"ARFGAP2","ATG4B"
"ARFGAP2","ATP6V1F"
"ARFGAP2","ATP6V1G1"
"ARFGAP2","ATP6V1G2"
"ARFGAP2","BECN1"
"ARFGAP2","CACNG6"
"ARFGAP2","CALM3"
"ARFGAP2","CALR"
"ARFGAP2","CAMK2G"
"ARFGAP2","CAPN1"
"ARFGAP2","CAPZA2"
"ARFGAP2","CARS2"
"ARFGAP2","CCDC53"
"ARFGAP2","CD58"
"ARFGAP2","CDC25B"
"ARFGAP2","CDC34"
"ARFGAP2","CDC42"
"ARFGAP2","CHD8"
"ARFGAP2","CHMP2B"
"ARFGAP2","CLTB"
"ARFGAP2","COL9A2"
"ARFGAP2","CORO1A"
"ARFGAP2","CRK"
"ARFGAP2","CSNK1G3"
"ARFGAP2","CTBP1"
"ARFGAP2","CUL7"
"ARFGAP2","DDB1"
"ARFGAP2","DGKZ"
"ARFGAP2","E2F4"
"ARFGAP2","EGLN2"
"ARFGAP2","EHD1"
"ARFGAP2","EIF6"
"ARFGAP2","ELK1"
"ARFGAP2","EPN1"
"ARFGAP2","EPOR"
"ARFGAP2","EXOC3"
"ARFGAP2","FARSA"
"ARFGAP2","FOLR1"
"ARFGAP2","FZR1"
"ARFGAP2","GBF1"
"ARFGAP2","GIT1"
"ARFGAP2","GNG11"
"ARFGAP2","HCLS1"
"ARFGAP2","HGS"
"ARFGAP2","IKBKG"
"ARFGAP2","IL7"
"ARFGAP2","IMPA1"
"ARFGAP2","INPP5B"
"ARFGAP2","INPP5D"
"ARFGAP2","IP6K2"
"ARFGAP2","ITPKC"
"ARFGAP2","ITPR3"
"ARFGAP2","LMO7"
"ARFGAP2","LTB4R"
"ARFGAP2","M6PR"
"ARFGAP2","MAP2K2"
"ARFGAP2","MAP2K3"
"ARFGAP2","MAP2K7"
"ARFGAP2","MAP4K1"
"ARFGAP2","MAPK8IP3"
"ARFGAP2","MDN1"
"ARFGAP2","MFNG"
"ARFGAP2","MGRN1"
"ARFGAP2","MPV17L"
"ARFGAP2","MVK"
"ARFGAP2","MYL12A"
"ARFGAP2","NAT10"
"ARFGAP2","NCK1"
"ARFGAP2","NCKAP1L"
"ARFGAP2","NOL6"
"ARFGAP2","PAX8"
"ARFGAP2","PFN1"
"ARFGAP2","PIK3CD"
"ARFGAP2","PIM1"
"ARFGAP2","PIP4K2B"
"ARFGAP2","PKMYT1"
"ARFGAP2","POLR2A"
"ARFGAP2","POLR2K"
"ARFGAP2","PPIL2"
"ARFGAP2","PPM1D"
"ARFGAP2","PPP1R12C"
"ARFGAP2","PPP2R1A"
"ARFGAP2","PPP2R1B"
"ARFGAP2","PPP2R5D"
"ARFGAP2","PPP2R5E"
"ARFGAP2","PSD4"
"ARFGAP2","PTK2B"
"ARFGAP2","PWP2"
"ARFGAP2","RAB11FIP3"
"ARFGAP2","RAB23"
"ARFGAP2","RAB5B"
"ARFGAP2","RAF1"
"ARFGAP2","RAP1B"
"ARFGAP2","RELB"
"ARFGAP2","RELT"
"ARFGAP2","REXO1"
"ARFGAP2","RPA2"
"ARFGAP2","RPS6KA1"
"ARFGAP2","RPS6KA4"
